Topic,Content
['thời sự'],"['lật', 'xe', 'chở', 'gỗ', '7', 'chết', 'ôtô', 'tải', 'chở', 'gỗ', 'keo', 'biên giới', 'thị trấn', 'lang', 'chánh', 'đâm', 'vách', 'núi', 'tài xế', 'phụ', 'lái', '5', 'công nhân', 'bốc', 'gỗ', 'tử vong']"
['thời sự'],"['80', 'cột điện', 'chắn', 'đường', 'sài gòn', 'dự án', 'mở rộng', 'đường', 'đồng bộ', 'việc', 'ngầm hoá', 'hệ thống', 'điện', '80', 'trụ', 'điện', '15', 'km', 'nằm', 'đường', 'quận', 'tân phú', 'tháng']"
['thời sự'],"['đường', '7500', 'tỷ', 'đồng', 'nối', '4', 'quận huyện', 'thủ đô', 'tuyến', 'đường trục', 'tây', 'nam', 'hà', 'nội', '415', 'km', 'đi', 'các', 'quận huyện', 'hà', 'đông', 'thanh oai', 'ứng', 'hòa phú', 'xuyên', '8', 'làn', 'xe', 'hiện', 'hoàn thiện', '50']"
['thời sự'],"['tiêm', 'vaccine', 'covid19', 'sự', 'điều phối', 'bộ', 'y tế', 'tiêm', 'vaccine', 'phải', 'sự', 'điều phối', 'của', 'y tế', 'với', 'tinh thần', 'người', 'rủi ro', 'được', 'tiêm']"
['thời sự'],"['tàu', 'tốc độ', 'sẽ', 'giúp', 'lại', 'hình ảnh', 'ngành', 'đường sắt', 'đầu tư', 'đoàn', 'tàu', 'tốc độ', '200', 'kmh', 'giúp', 'lại', 'hình ảnh', 'ngành', 'đường sắt', 'cạnh tranh', 'hơn', 'vận tải', 'đường bộ', 'ông', 'đặng huy', 'đông', 'nguyên', 'thứ trưởng', 'kế hoạch', 'đầu tư']"
['thời sự'],"['3', 'ôtô', 'tông', 'liên hoàn', 'cửa ngõ', 'sài gòn', 'hai', 'xe', 'đầu', 'kéo', 'ôtô', '7', 'chỗ', 'húc', 'liên hoàn', 'quốc lộ', '1', 'đoạn', 'quận', 'bình tân', 'ùn tắc', '2']"
['thời sự'],"['việt', 'nam', 'dự kiến', 'vaccine', 'covid19', 'sản xuất', 'quý', '3', 'việt', 'nam', 'dự kiến', 'vaccine', 'covid19', 'do', 'nhà khoa học', 'nước', 'nghiên cứu', 'sản xuất', 'cuối', 'quý', '32021', 'đại diện', 'y tế']"
['thời sự'],"['vĩnh phúc', 'thu hồi', 'quyết định', 'đúng', 'công tác', 'cán bộ', 'ban', 'thường vụ', 'tỉnh ủy', 'vĩnh phúc', 'vi phạm', 'quy định', 'đến', 'công tác', 'cán bộ', 'ủy ban', 'kiểm tra', 'trung ương']"
['thời sự'],"['người', 'chết đuối', 'sông', 'chầu', 'nhậu', 'ngăn cản', 'chồng', 'ẩu đả', 'phụ nữ', 'rơi', 'sông', 'chồng', 'cùng', 'thanh niên', 'nhảy', 'cứu', 'cả', 'đều', 'đuối']"
['thời sự'],"['tất', 'thành', 'cang', 'đề nghị', 'khai trừ', 'đảng', '2', 'sau', 'nhận', 'kỷ luật', 'cách chức', 'tất', 'thành', 'cang', 'bị', 'đề nghị', 'khai trừ', 'khỏi', 'đảng', 'những', 'sai phạm', 'thời gian', 'công tác']"
['thời sự'],"['hà', 'nội', 'quán', 'bar', 'karaoke', 'vũ trường', 'mở cửa', 'gần', 'hai', 'đóng cửa', 'tránh', 'lây lan', 'dịch bệnh', 'dịch vụ', 'quán', 'bar', 'karaoke', 'vũ trường', 'thủ đô', 'mở cửa', '0', 'h', '233']"
['thời sự'],"['240', 'tỷ', 'đồng', 'đường', 'ven', 'sông', 'nha', 'trang', 'dự án', 'đường', 'bờ', 'kè', 'nam', 'sông', 'tổng', 'vốn', 'đầu tư', '240', 'tỷ', 'đồng', 'góp phần', 'cải tạo', 'cảnh quan', 'ven', 'sông', 'phát triển', 'kinh tế', 'du lịch', 'thành phố', 'biển']"
['thời sự'],"['hai', 'phương án', 'lương', 'hưu', 'trợ cấp', 'xã hội', 'lương', 'hưu', 'trợ cấp', 'xã hội', 'sẽ', '10', '15', 'tùy', 'thời điểm', 'điều chỉnh', '72021', '112022', 'đề xuất', 'bộ', 'lao động', 'thương binh', 'xã hội']"
['thời sự'],"['trung ương', 'đoàn', 'thêm', 'hai', 'bí thư', '223', 'hội nghị', 'ban chấp hành', 'trung ương', 'đoàn', 'bầu', 'bổ sung', 'ngô', 'văn', 'cương', 'nguyễn tường', 'lâm', 'ban bí thư', 'trung ương', 'đoàn', 'nhiệm kỳ', '20172022']"
['thời sự'],"['dân', 'sài gòn', 'hiến', '7000', 'm2', 'mở rộng', 'hẻm', '450', 'hộ', 'dân', '7', 'hiến', '7000', 'm2', 'đất', '3050', 'triệu', 'đồng', 'm2', 'mở rộng', 'hẻm', 'năm', 'giúp', 'thuận tiện', 'đi lại']"
['thời sự'],"['lớp học', 'kỹ năng', 'sơ cấp cứu', 'miễn phí', 'học sinh', 'lớp học', 'sơ cấp cứu', 'mở cửa', 'chủ nhật', 'hàng', 'tuần', 'bác sĩ', 'tình nguyện viên', 'hướng dẫn', 'học sinh', 'kỹ năng', 'cơ bản', 'xử lý', 'bị thương']"
['thời sự'],"['tài xế', 'lao', 'cứu', 'gái', 'nhảy cầu', 'lê huy sinh', '35', 'tài xế', 'taxi', 'thanh hóa', 'phát hiện', 'gái', 'gieo', 'xuống', 'sông', 'vội', 'lao', 'cứu vớt']"
['thời sự'],"['quảng', 'nam', 'chuyển đổi', '35', 'ha', 'rừng', 'xây', 'thủy điện', 'đô thị', 'hđnd', 'tỉnh', 'quảng nam', 'chuyển đổi', '337', 'ha', 'rừng', 'trồng', 'xây dựng', 'thủy điện', 'sông', 'tranh', '4', '11', 'ha', 'rừng', 'dừa', 'phòng hộ', 'khu', 'đô thị']"
['thời sự'],"['chủ tịch', '9', 'thủ đức', 'phân công', 'nhiệm vụ', 'nguyên', 'chủ tịch', '9', 'phó', 'giám đốc', 'sở', 'tài nguyên', 'môi trường', 'nguyên', 'chủ tịch', 'thủ đức', 'trở lại', 'phó', 'giám đốc', 'sở', 'quy hoạch', 'kiến trúc']"
['thời sự'],"['hà', 'nội', 'giảm', '200000', 'dân', 'bốn', 'nội thành', 'dân số', '4', 'hoàn', 'kiêm', 'ba đình', 'đông', 'đa', 'hai', 'trưng', 'giam', 'tư', '900000', 'xuông', '670000', 'vao', 'nam', '2030', 'đồ án', 'quy hoạch', 'phân khu', 'quận']"
['thời sự'],"['cầu thủ thiêm', '2', 'dời', 'hoàn thành', 'cầu thủ thiêm', '2', 'bắc', 'sông', 'sài gòn', 'nối', 'khu', 'đô thị', 'thủ thiêm', 'quận', '1', 'dự kiến', '2023', 'hoàn thành', 'thay vì', '9', 'năm', 'nay', 'kế hoạch']"
['thời sự'],"['cần thơ', 'sụt lún', 'miền', 'tây', 'khai thác', 'nước ngầm', 'mức', 'hạ tầng', 'đô thị', 'gia tăng', 'cần thơ', 'đánh giá', 'sụt lún', '5', 'cm', 'năm', 'nhất', 'tỉnh', 'miền', 'tây']"
['thời sự'],"['lao động', 'việc', 'được', '9', 'triệu', 'đồng', 'học', 'nghề', 'hỗ trợ', 'học', 'nghề', 'người', 'thất nghiệp', 'đề xuất', 'thêm', '500000', 'đồng', 'tháng', 'chia', 'hai', 'gói', 'thời gian', 'nhau']"
['thời sự'],"['phó', 'giám đốc', 'sở', 'khai trừ', 'đảng', 'khi', 'tuyên án', 'tù', 'lê', 'văn', 'nam', 'nguyên', 'phó', 'giám đốc', 'sở', 'văn hóa', 'thể thao', 'du lịch', 'tỉnh', 'thanh hóa', 'kỷ luật', 'đảng']"
['thời sự'],"['quảng ninh', 'dỡ', 'chốt', 'kiểm soát', 'vào', 'chốt', 'kiểm soát', 'covid19', 'tỉnh', 'quảng ninh', 'dỡ', 'từ', '0', 'h', '223']"
['thời sự'],"['báo cáo', 'công tác', 'nhiệm kỳ', '20162021', 'chủ tịch', 'tổng bí thư', 'chủ tịch', 'nguyễn phú trọng', 'gửi', 'báo cáo', 'quốc hội', 'tổng kết', 'công tác', 'nhiệm kỳ', '20162021', 'chủ tịch']"
['thời sự'],"['hút', 'thành công', '2000', 'lít', 'dầu', 'tàu', 'chìm', 'biển', 'mũi', 'né', 'thợ', 'lặn', 'tàu', 'chuyên dụng', 'hút', 'xong', '2000', 'lít', 'dầu', 'tàu', 'hàng', 'chở', 'tro', 'nhiệt điện', 'chìm', 'mũi', 'né', 'tp', 'phan thiết', 'trưa', '213']"
['thời sự'],"['long', 'an khánh thành', 'khu công nghiệp', '130', 'ha', 'thủ tướng', 'nguyễn', 'xuân phúc', 'cắt', 'băng', 'khánh thành', 'khu công nghiệp', 'cầu cảng', 'phước', 'đông', 'tổng', 'diện tích', '129', 'ha', '213']"
['thời sự'],"['cá', 'cờ', '550', 'kg', 'giá', '40', 'triệu', 'đồng', 'ngư dân', 'bùi đình', 'thuỷ', 'đánh bắt', 'con', 'cá', 'cờ', '35', 'm', 'ngư trường', 'cồn cỏ', '40', 'triệu', 'đồng']"
['thời sự'],"['an giang', 'cách ly', '60', 'về', 'campuchia', '61', 'dân tộc', 'chăm', 'hộ khẩu', 'tỉnh', 'an giang', 'campuchia', 'làm thuê', 'trở', 'nước', 'đưa', 'khu', 'cách ly', 'phòng', 'covid19']"
['thời sự'],"['phố', 'cổ', 'hà nội', 'không', '4', 'tầng', 'công trình', 'phố', 'cổ', 'phép', 'từ', '3', '4', 'tầng', '1216', 'm', 'khu vực', 'hồ', 'gươm', 'phụ cận', 'được', 'xây', 'công trình', 'không', '16', 'm']"
['thời sự'],"['đoàn', 'phụ nữ', 'đi', 'tham quan', 'nạn', '19', 'hội viên', 'hội', 'phụ nữ', 'thôn', 'hòa trúc', 'quốc oai', 'tp', 'hà', 'nội', 'tai nạn', 'đi', 'tham quan', 'sơn la', 'một', 'tử vong', '213']"
['thời sự'],"['hai', 'gái', 'rơi', 'tầng', 'chung cư', 'tiếng động', 'bảo vệ', 'chung cư', 'đường', 'phan văn', 'hớn', 'phường', 'tân thới', 'quận', '12', 'chạy', 'thấy', 'hai', 'gái', 'nằm', 'bất động', 'vũng', 'máu']"
['thời sự'],"['lao động', 'khổ', 'công ty', 'nợ', 'bảo hiểm', 'xã hội', 'công ty', 'nợ', 'bảo hiểm', 'xã hội', 'hà', 'thị', 'tố', 'quyên', '35', 'sinh', 'tiền', 'thai sản', 'nghỉ việc', 'không', 'được', 'lĩnh', 'trợ cấp', 'ốm đau', 'vay', 'nóng', 'lãi suất']"
['thời sự'],"['bài toán', 'quy hoạch', 'đô thị', 'sông', 'hồng', 'xây dựng', 'trục', 'cảnh quan', 'xanh', 'chỉnh trị', 'dòng', 'sông', 'đảm bảo', 'sinh kế', 'người', 'dân', 'ba', 'bài toán', 'nhất', 'quy hoạch', 'phân khu', 'đô thị', 'sông', 'hồng']"
['thời sự'],"['trong', 'trung tâm', 'huấn luyện', 'chó', 'chui', 'hầm', 'chướng ngại vật', 'tấn công', 'kẻ cướp', 'những', 'bài tập', 'thuần hóa', 'chó', 'tại', 'trường', 'huấn luyện', 'thành phố', 'thuận an']"
['thời sự'],"['tp', 'hcm', 'ra', 'loạt', 'biện pháp', 'chống', 'cát', 'tặc', 'đối phó', 'cát', 'tặc', 'tp', 'hcm', 'xử phạt', 'bến thuỷ', 'nội địa', 'phép', 'lập', 'chốt', 'kiểm soát', 'biển', 'kiến nghị', 'hình sự', 'hành vi', 'mua bán', 'tài nguyên', 'trái phép']"
['thời sự'],"['việt', 'nam', 'bàn giao', 'quốc hội', 'lào', 'chiều', '203', 'xây dựng', 'bàn giao', 'quốc hội', 'lào', 'trị giá', '111', 'triệu', 'usd', 'quà', 'tặng', 'việt', 'nam']"
['thời sự'],"['phạt', '20', 'triệu', 'đồng', 'lơ', 'phòng chống', 'dịch', 'công ty', 'tnhh', 'eastech', 'việt', 'nam', 'phạt', '20', 'triệu', 'đồng', 'chưa', 'các', 'biện pháp', 'phòng chống', 'dịch', 'đã', 'hoạt động']"
['thời sự'],"['nhân chứng', 'làm việc', 'nhất', 'hoàng', 'sa', 'qua đời', 'nhân chứng', 'võ', 'dân', 'từng', 'nhân viên', 'khí tượng', 'quần đảo', 'hoàng sa', '14', 'qua đời', '183 thọ', '85']"
['thời sự'],"['xe', 'đầu', 'kéo', 'tông', '4', 'ôtô', '15', 'h', '203', 'xe', 'đầu', 'kéo', 'đổ', 'dốc', 'quốc lộ', '9', 'đoạn', 'huyện', 'đăkrông', 'lao', '4', 'ôtô', 'chạy', 'chiều', 'ngược lại', '5', 'bị thương']"
['thế giới'],"['thấy', 'xác', 'tàu ngầm', 'indonesia', 'lực lượng', 'tìm kiếm', 'phát hiện', 'xác', 'tàu ngầm', 'kri', 'nanggala', 'vỡ', 'ba', 'đang', 'nằm', 'đáy', 'vùng biển', 'khơi', 'bali']"
['thế giới'],"['ấn', 'độ', 'chật vật', 'cơn', 'khát', 'oxy', 'hàng', 'xếp hàng', 'bên', 'các', 'nhà máy', 'oxy', 'khi', 'cơ sở', 'sản xuất', 'đáp ứng', 'nhu cầu', 'covid19', 'bùng phát', 'dữ dội']"
['thế giới'],"['philippines', 'diễn tập', 'biển', 'đông', 'cảnh sát', 'biển', 'philippines', 'tiến hành', 'diễn tập', 'hàng hải', 'biển', 'đông', 'hôm', '244', 'lúc', 'tình hình', 'căng thẳng', 'sự', 'hiện diện', 'các', 'tàu', 'trung quốc']"
['thế giới'],"['thủ tướng', 'ấn', 'độ', 'bão', 'covid19', 'rung chuyển', 'đất nước', 'thủ tướng', 'modi', 'thừa nhận', 'bão', 'covid19', 'rung chuyển', 'đất nước', 'ấn', 'độ', 'thứ', 'tư', 'liên tiếp', 'ghi nhận', 'ca', 'nhiễm', 'kỷ lục', 'thế giới']"
['thế giới'],"['eu', 'tàu', 'trung quốc', 'bãi', 'đầu', 'nguy hiểm', 'eu', 'trích', 'trung quốc', 'đe dọa', 'hòa bình', 'biển', 'đông', 'điều', 'tàu', 'cỡ', 'ở', 'bãi', 'đầu', 'kêu gọi', 'bên', 'tuân thủ', 'phán quyết', 'tòa', 'trọng tài', 'thường trực', '2016']"
['thế giới'],"['indonesia', 'nỗ lực', 'trục vớt', 'tàu ngầm', 'chìm', 'hải quân', 'indonesia', 'tuyên bố', 'tàu ngầm', 'kri', 'nanggala', 'chìm', 'khi', 'phát hiện', 'mảnh', 'vỡ', 'nỗ lực', 'tìm kiếm', 'thành', 'trục vớt']"
['thế giới'],"['sai lầm', 'thủ tướng', 'modi', 'thất thủ', 'covid19', 'cách thức', 'ứng phó', 'đại dịch', 'chính sách', 'tư nhân hóa', 'bệnh viện', 'một', 'những', 'nguyên nhân', 'chính quyền', 'thủ tướng', 'modi', 'thất thủ', 'covid19']"
['thế giới'],"['mỹ', 'kế hoạch', 'ấn', 'độ', 'ứng phó', 'covid19', 'phát ngôn viên', 'trắng', 'thông báo', 'mỹ', 'lên', 'kế hoạch', 'gửi', 'nhân viên', 'y tế', 'hỗ trợ', 'ấn', 'độ', 'ứng phó', 'đại dịch', 'covid19', 'nghiêm trọng']"
['thế giới'],"['10000', 'biểu tình', 'chống', 'phong toả', 'hộ chiếu', 'vaccine', '10000', 'biểu tình', 'london', 'phản đối', 'hộ chiếu', 'vaccine', 'biện pháp', 'hạn chế', 'ngăn', 'covid19', 'khi', '8', 'cảnh sát', 'bị thương', 'đụng độ']"
['thế giới'],"['vỡ', 'trận', 'covid19', 'bệnh viện', 'ấn', 'độ', 'từ chối', 'bệnh nhân', 'hàng', 'trăm nghìn', 'ca', 'nhiễm', 'mỗi', 'các', 'bệnh viện', 'ấn', 'độ', 'rơi', 'tình trạng', 'quá tải', 'tạm', 'dừng', 'tiếp nhận', 'bệnh nhân', 'covid19']"
['thế giới'],"['bắt', 'cố tình', 'lây', 'covid19', '22', 'cảnh sát', 'bắt', 'đàn ông', 'nghi ngờ', 'cố tình', 'lây', 'ncov', '22', 'người']"
['thế giới'],"['ấn', 'độ', 'trút', 'giận', 'twitter', 'thảm kịch', 'covid19', 'ấn', 'độ', 'twitter', 'gỡ', 'hàng', 'chục', 'tweet', 'chỉ trích', 'chính phủ', 'này', 'ứng phó', 'kém', 'đại dịch', 'covid19', 'hơn', '190000', 'chết']"
['thế giới'],"['trump', 'chuyển', 'chỗ', 'cựu', 'tổng thống', 'mỹ', 'trump', 'cho', 'sẽ', 'rời', 'dinh thự', 'maralago', 'florida', 'chuyển', 'ở', 'new', 'jersey', 'những', 'hè', 'tới']"
['thế giới'],"['tàu', 'chở', 'dầu', 'iran', 'tấn công', 'tàu', 'chở', 'dầu', 'iran', 'tấn công', 'khơi', 'bờ', 'biển', 'syria', 'hôm', '244', 'ít nhất', 'người', 'thiệt mạng']"
['thế giới'],"['tổng thống', 'mỹ', 'công nhận', 'vụ', 'diệt chủng', 'armenia', 'biden', 'trở thành', 'tổng thống', 'mỹ', 'công nhận', 'vụ', 'giết', '15', 'triệu', 'armenia', 'đế quốc', 'ottoman', '1915', 'tội ác', 'diệt chủng']"
['thế giới'],"['đã', 'tiêm', 'vaccine', 'covid19', 'nửa', 'dân số', 'nửa', 'dân số', 'đã', 'tiêm', 'một', 'mũi', 'vaccine', 'covid19', 'giúp', 'chiến dịch', 'tiêm chủng', 'này', 'cán', 'cột', 'mốc']"
['thế giới'],"['putin', 'lùi', 'miệng', 'hố', 'căng thẳng', 'phương tây', 'khi', 'putin', 'được', 'sức mạnh', 'căng thẳng', 'cao', 'phương tây', 'putin', 'tuần', 'có', 'loạt', 'động thái', 'xuống thang']"
['thế giới'],"['cháy', 'bệnh viện', 'điều trị', 'covid19', '27', 'chết', 'bệnh viện', 'chuyên', 'điều trị', 'bệnh nhân', 'covid19', 'phía', 'đông', 'nam', 'baghdad', 'bốc', 'cháy', 'ít nhất', '27', 'chết', '46', 'bị thương']"
['thế giới'],"['hàng loạt', 'đối mặt', 'làn sóng', 'covid19', 'thế giới', 'ghi nhận', 'kỷ lục', '900000', 'ca', 'covid19', 'một', 'nhiều', 'điểm nóng', 'chật vật', 'làn sóng', 'như', 'ấn', 'độ', 'campuchia', 'thái', 'lan']"
['thế giới'],"['việt', 'nam', 'kêu gọi', 'asean', 'phối hợp', 'giải pháp', 'myanmar', 'thủ tướng', 'phạm', 'minh', 'chính đề nghị', 'nước', 'asean', 'phối hợp', 'việt', 'nam', 'giải pháp', 'cho', 'myanmar', 'hội nghị', 'lãnh đạo', 'khu vực']"
['thế giới'],"['israel', 'điều tra', 'vụ', 'phòng', 'để', 'lọt', 'lửa', 'syria', 'quân đội', 'israel', 'cuộc', 'điều tra', 'vụ', 'lửa', 's200', 'syria', 'qua', 'lưới', 'phòng', 'và', 'phát', 'nổ', 'cơ sở', 'hạt nhân', 'shimon', 'peres', 'negev']"
['thế giới'],"['ca', 'ncov', 'tăng', 'kỷ lục', 'thái', 'lan', 'áp', 'hạn chế', 'thái', 'lan', 'ghi nhận', '3000', 'ca', 'nhiễm', 'ncov', 'mức', 'kỷ lục', 'một', 'khi', 'chính quyền', 'ra lệnh', 'hạn chế', 'hoạt động', 'các', 'cửa hàng']"
['thế giới'],"['myanmar', 'đồng ý', 'chấm dứt', 'bạo lực', 'dân thường', 'thống tướng', 'myanmar', 'chấp nhận', 'đề xuất', 'ngừng', 'bạo lực', 'dân thường', 'đưa', 'trong', 'hội nghị', 'nhà', 'lãnh đạo', 'asean']"
['thế giới'],"['tàu ngầm', 'indonesia', 'được', 'thấy', 'thế nào', 'mảnh', 'vỡ', 'vệt', 'dầu', 'loang', 'giúp', 'khoanh', 'khu vực', 'tìm kiếm', 'phép', 'tàu chiến', 'máy bay', 'sonar', 'định vị', 'tàu ngầm', 'mất tích']"
['thế giới'],"['campuchia', 'xét nghiệm', 'covid19', 'toàn bộ', 'dân', 'đỏ', 'campuchia', 'toàn bộ', 'dân', 'vùng', 'đỏ', 'khu vực', 'siết', 'chặt', 'phòng chống', 'dịch', 'phnom', 'penh', 'xét nghiệm', 'covid19', 'không', 'nộp', 'phạt']"
['thế giới'],"['tiêm kích', 'mỹ', 'bám', 'đuôi', 'sát thủ', 'săn', 'ngầm', 'nga', 'tiêm kích', 'f18', 'mỹ', 'theo dõi', 'biên đội', 'máy bay', 'săn', 'ngầm', 'tu142', 'nga', 'chuyến', 'bay', 'vùng biển', 'quốc tế', 'thái bình dương']"
['thế giới'],"['lái', 'xe', 'cứu thương', 'quay cuồng', 'đại dịch', 'carlos', 'marques', 'lái', 'xe', 'cứu thương', 'suốt', '12', 'ở', 'paulo', 'không', 'hề', 'cho', 'chấn thương', 'tâm lý', 'làm việc', 'đại dịch', 'covid19']"
['thế giới'],"['việt', 'nam', 'đề cao', 'kiềm chế', 'chấm dứt', 'bạo lực', 'myanmar', 'bộ trưởng', 'ngoại giao', 'bùi', 'thanh sơn', 'nhấn mạnh', 'tầm', 'của', 'kiềm chế', 'chấm dứt', 'bạo lực', 'myanmar', 'tiếp', 'đặc phái viên', 'liên hợp', 'quốc']"
['thế giới'],"['indonesia', 'thấy', 'mảnh', 'ống phóng', 'lôi', 'tàu ngầm', 'chìm', 'lực lượng', 'tìm kiếm', 'xác định', 'tàu ngầm', 'kri', 'nanggala', 'chìm', 'độ', 'sâu', '850', 'm', 'vùng biển', 'khơi', 'bali', 'khi', 'phát hiện', 'mảnh', 'vỡ']"
['thế giới'],"['ấn', 'độ', 'báo cáo', 'kỷ lục', 'về', 'ca', 'ncov', 'ấn', 'độ', 'ghi nhận', 'ca', 'nhiễm', 'ncov', '24', 'cao', 'kỷ lục', 'thế giới', 'thứ', 'liên tiếp', 'lúc', 'bệnh viện', 'quá tải', 'oxy']"
['thế giới'],"['máy bay', 'thần', 'biển', 'mỹ', 'tham gia', 'tàu ngầm', 'indonesia', 'hải quân', 'mỹ', 'triển khai', 'máy bay', 'tuần thám', 'p8a', 'poseidon', 'indonesia', 'tìm kiếm', 'tàu ngầm', 'kri', 'nanggala', 'mất tích']"
['thế giới'],"['philippines', 'lên án', 'trung quốc', 'biển', 'đông', 'philippines', 'ra', 'phát ngôn', 'phản đối', 'trung quốc', 'chưa', 'rút', 'các', 'tàu', 'manila', 'rằng', 'gây', 'đe dọa', 'biển', 'đông']"
['thế giới'],"['mỹ', 'trung', 'cạnh tranh', 'cứu thế giới', 'quyết định', 'tái', 'gia nhập', 'nỗ lực', 'chống', 'biến đổi', 'khí hậu', 'mỹ', 'trung quốc', 'cạnh tranh', 'lãnh đạo', 'thế giới', 'ngăn chặn', 'thảm họa', 'môi trường']"
['thế giới'],"['tàu', 'chiến pháp', 'australia', 'diễn tập', 'biển', 'đông', 'chiến hạm', 'pháp', 'australia', 'diễn tập', 'hiệp đồng', 'thể hiện', 'cam kết', 'hoạt động', 'tự do', 'hàng hải', 'biển', 'đông', 'hải quân pháp']"
['thế giới'],"['campuchia', 'truy tố', 'tướng', 'vận chuyển', 'trái phép', 'trung quốc', 'campuchia', 'sa thải', 'tướng', 'sum', 'pov', 'sẽ', 'truy tố', 'theo', 'luật', 'chống', 'covid19', 'đưa', '28', 'trung quốc', 'phnom', 'penh', 'tỉnh', 'svay', 'rieng']"
['thế giới'],"['thảm cảnh', 'trong', 'bệnh viện', 'ấn', 'độ', 'bệnh viện', 'quá tải', 'bệnh nhân', 'covid19', 'nằm', 'hấp hối', 'nằm', 'vỉa hè', 'bác sĩ', 'cầu xin', 'giúp đỡ', 'diễn', 'ở', 'nơi', 'ấn', 'độ']"
['thế giới'],"['nghịch lý', 'bệnh viện', 'khách sạn', 'covid19', 'thái', 'lan', 'sảnh', 'đợi', 'khách sạn', 'pullman', 'grande', 'bangkok', 'nhân viên', 'y tế', 'mặc', 'đồ', 'bảo hộ', 'toàn thân', 'liên tục', 'chạy', 'chạy', 'niềm', 'nở', 'chào đón', 'bệnh nhân', 'covid19']"
['thế giới'],"['chi', '150000', 'usd', 'xây', 'cầu', 'con', 'đi', 'học', 'an toàn', 'phụ nữ', 'tỉnh', 'hà', 'nam', 'chi', '150000', 'usd', 'xây', 'hai', 'cầu vượt', 'đường', 'cạnh', 'trường học', 'con']"
['thế giới'],"['dân', 'lao động', 'ấn độ', 'tháo chạy', 'thành phố', 'hệ thống', 'y tế', 'nông thôn', 'ấn', 'độ', 'nguy cơ', 'thất thủ', 'covid19', 'người', 'lao động', 'nhập cư', 'tháo chạy', 'thành phố']"
['thế giới'],"['lãnh đạo', 'asean', 'họp', 'bàn', 'myanmar', 'hôm nay', 'lãnh đạo', 'asean', 'họp', 'bàn', 'khủng hoảng', 'myanmar', 'indonesia', 'hôm nay', 'sự', 'tham dự', 'thống tướng', 'min', 'aung', 'hlaing', 'lãnh đạo', 'chính quyền', 'quân sự', 'myanmar']"
['thế giới'],"['nhật', 'đầu', 'diễn tập', 'với', 'mỹ pháp', 'nhật', 'lần', 'đầu', 'diễn tập', 'quân sự', 'quy mô', 'cùng', 'mỹ', 'pháp', 'tháng', 'khi', 'tokyo', 'hợp tác', 'các', 'nhằm', 'củng cố', 'năng', 'bảo vệ', 'hải đảo', 'xa xôi']"
['thế giới'],"['trump', 'kim', 'jongun', 'tôn trọng', 'tổng thống', 'hàn', 'cựu', 'tổng thống', 'mỹ', 'donald', 'trump', 'chỉ trích', 'tổng thống', 'hàn', 'quốc', 'moon', 'jaein', 'năng lực', 'yếu kém', 'bao giờ', 'lãnh đạo', 'triều', 'tiên', 'kim', 'jongun', 'tôn trọng']"
['thế giới'],"['new', 'zealand', 'dừng', 'đi lại', 'tự do', 'bang', 'tây', 'australia', 'giới chức', 'new', 'zealand', 'dừng', 'hoạt động', 'đi lại', 'tự do', 'hai', 'chiều', 'tây', 'australia', 'khi', 'bang', 'phát hiện', 'ca', 'nhiễm', 'ncov']"
['thế giới'],"['hy vọng', 'cứu', 'thủy thủ', 'tàu ngầm', 'indonesia', 'tiêu tan', 'hy vọng', 'giải cứu', '50', 'trên', 'tàu ngầm', 'indonesia', 'mất tích', 'tiêu tan', 'lượng', 'oxy', 'dự trữ', 'nó', 'cho', 'cạn kiệt', 'sáng']"
['thế giới'],"['pháp', 'bắt', 'người', 'vụ', 'giết', 'nữ', 'cảnh sát', 'cảnh sát', 'pháp', 'đột kích', 'jamel', 'g', 'khám', 'người', 'cho', 'nghi', 'phạm', 'gốc', 'tunisia', 'tá túc', 'vụ', 'đâm', 'dao', 'ở', 'rambouillet']"
['thế giới'],"['mỹ', 'nối', 'sử dụng', 'vaccine', 'johnson', 'johnson', 'giới chức', 'y tế', 'dược phẩm', 'mỹ', 'nối', 'sử dụng', 'vaccine', 'johnson', 'johnson', 'sẽ', 'cảnh báo', 'được', 'tiêm', 'nguy cơ', 'tác dụng', 'phụ']"
['thế giới'],"['sóng', 'covid19', 'ập', 'cả', 'ấn', 'độ', 'oxy', 'ca', 'nhiễm', 'ncov', 'ấn', 'độ', 'lập', 'kỷ lục', 'mỗi', 'khiến', 'hệ thống', 'y tế', 'quốc gia', 'thiếu hụt', 'oxy', 'y tế', 'nghiêm trọng']"
['thế giới'],"['người', 'gốc', 'việt', 'mồi', 'ngon', 'tin', 'giả', 'giới', 'trẻ', 'gốc', 'việt', 'lo ngại', 'an toàn', 'bố mẹ', 'tin', 'giả', 'vaccine', 'thuyết', 'âm mưu', 'mạng', 'xã hội']"
['thế giới'],"['lò hỏa táng', 'ấn', 'độ', 'ngừng', 'đỏ', 'lửa', 'lò hỏa táng', 'ấn', 'độ', 'liên tục', 'hoạt động', 'công suất', 'ca', 'tử vong', 'covid19', '186000', 'các', 'bệnh viện', 'rơi', 'tình trạng', 'quá tải']"
['thế giới'],"['israel', 'sổ lồng', 'miễn dịch', 'cộng đồng', 'israel', 'tiệc tùng', 'như', '2019', 'phần lớn', 'dân số', 'trưởng thành', 'tiêm', 'vaccine', 'covid19', 'nhiều', 'hạn chế', 'được', 'dỡ']"
